full_title,date
"Civil rights icon Rep. John Lewis released from hospital with a clean bill of health, his spokeswoman says",2018
"A California wildfire has doubled in size this weekend. Authorities say at least 12 people are missing and the blaze has claimed the lives of five people, including a great-grandmother and her two great-grandchildren",2018
"President Trump threatens to push the government into a shutdown unless Congress funds his proposed border wall, which he promised Mexico would pay for, and puts in place his preferred immigration policies",2018
"President Erdogan says Turkey didn't agree to free a detained American pastor as part of a possible deal with the US and Israel, and warns that Turkey won't be bullied by Trump into releasing him",2018
"Former White House communications director Anthony Scaramucci on the White House barring CNN's Kaitlan Collins from a White House event for asking Donald Trump ""inappropriate"" questions: “She was doing her job” #CNNSOTU",2018
"“There’s certainly been a breach in the relationship,” between President Trump and Michael Cohen says former WH communications director Anthony Scaramucci #CNNSOTU",2018
"Civil rights icon and Georgia congressman Rep. John Lewis has been hospitalized but is expected to be released Sunday, his spokeswoman says",2018
"At least three people are dead and seven injured after a shooting in New Orleans, city police spokesman says",2018
"A Texas man killed two people at his house and two more at a nearby nursing home before killing himself, police say",2018
Pope Francis accepts the resignation of American cardinal Theodore McCarrick. He has been accused of sexual abuse of a teen decades ago.,2018
"The UN has verified 7,000 cases of children either killed or maimed in Syria's seven-year war but says unverified reports put the number ""way beyond 20,000""",2018
Gun control groups lost an emergency bid Friday to block a Texas organization from posting instructions to 3-D print a gun online,2018
"The New York Police Department has given an ""all-clear"" after investigating an incident at Trump Tower in Manhattan, the NYPD's press office says",2018
The NYPD is responding to a report of three suspicious packages at three different locations inside Trump Tower in Manhattan,2018
MoviePass' parent company says it had a service outage on Thursday because it couldn't afford to pay for movie tickets,2018
Shareholders approve Disney's purchase of most of 21st Century Fox,2018
President Trump touts the fastest US economic growth since 2014 in remarks on the White House lawn. Follow live updates:,2018
The US economy grew at an annual rate of 4.1% for the second quarter of this year — the fastest pace since 2014,2018
"A wildfire in Northern California intensified, killing one person and prompting evacuations at a hospital",2018
"North Korea has handed over what are believed to be the remains of US troops killed during the Korean War some 65 years ago, the White House says",2018
"BREAKING: Michael Cohen claims then-candidate Donald Trump knew in advance of 2016 Trump Tower meeting in which Russians were expected to offer his campaign dirt on Hillary Clinton, sources say",2018
"The government says it reunited 1,442 families under a court order, but more than 700 were declared ineligible and their children remain in custody",2018
"About 150 people were injured when roughly 800 migrants stormed a border fence to enter Spain's northern African enclave of Ceuta, police and Red Cross say",2018
