full_title,date
"I'm ""full of ideas"" &amp; ""energy"" - @OwenSmith_MP becomes sole #LabourLeadership challenger",2016
"I'll be in ""lockstep"" with @OwenSmith_MP - @angelaeagle pulls out of #LabourLeadership race",2016
".@angelaeagle ends #LabourLeadership bid, leaving @OwenSmith_MP to challenge @jeremycorbyn",2016
"Turkey suspends 15,200 education staff after last week's failed coup for alleged ties to group blamed for plot",2016
"No indication Spalding shooting was ""terror-related"" incident, police say",2016
"Three people dead in firearms incident near swimming pool in Spalding, Lincolnshire, police say",2016
New UK PM @theresa_may chairs her first cabinet meeting,2016
"UK inflation rate as measured by Consumer Prices Index rose to 0.5% in June from 0.3% in May, figures show",2016
"Coach transporting Chinese tourists to Taiwanese airport crashes and catches fire, killing 26 people, officials say",2016
"Islamic State flag found in room of Afghan refugee accused of axe attack on German train passengers, officials say",2016
A police spokesman has said the #Würzburg train attacker was shot dead while fleeing,2016
German police confirm several people critically wounded after axe attack on train in Bavaria,2016
"UK MPs back renewal of Trident nuclear weapons programme, voting 472 to 117 in favour in House of Commons",2016
More than 20 people in Germany injured after a man with an axe went on the rampage on a train - German media,2016
Turkish air force chief Akin Ozturk confesses to planning Friday's coup attempt in which some 200 died - state media,2016
Two teenage girls who kidnapped toddler from Newcastle Primark store sentenced to three years four months' detention,2016
Russia oversaw manipulation of athletes' analytical results &amp; sample swapping - WADA,2016
A minute's silence observed in France in tribute for 84 killed in #NiceAttack,2016
Large crowds hold minute of silence on Nice promenade for victims of last week's deadly attack,2016
US's John Kerry says Turkey should not go beyond rule of law as it deals with perpetrators of weekend's failed coup,2016
EU foreign policy chief urges Turkey to respect constitution and rule of law after weekend's failed coup,2016
"Baton Rouge shooter - named as 29-year-old Gavin Long from Kansas City - acted alone, say law enforcement officials",2016
"President Obama calls the shooting of police officers in Baton Rouge the ""work of cowards""",2016
Mother of Olympic cyclist Chris Boardman dies after cycling collision,2016
"Helicopter crashes at Breighton Aerodrome, Yorkshire, with five casualties reported - fire service",2016
US shootings in #BatonRouge - What we know so far,2016
Follow continuing developments on the #BatonRouge shootings here:,2016
"#BatonRouge shooting latest: - 3 officers dead, 3 injured - 1 suspect dead, 2 possibly at large Continuing coverage:",2016
"""They said around 30 shots rang out"" - local resident James Ikerd on #BatonRouge shootings",2016
"""They said around 30 shots rang out"" - local resident James Ikerd on #BatonRouge shooting",2016
"""If anybody saw anything suspicious...We need your assistance"" -Police spokesman #BatonRouge",2016
"Three US police officers shot dead, one suspect dead and two others may be at large, Baton Rouge officials say",2016
"7 officers shot, 3 confirmed dead in #BatonRouge shooting, US media reports say. Police say scene is ""contained"".",2016
"""At least 4 officers shot in #BatonRouge"" - Graham Ulkins of WAFB Baton Rouge tells BBC",2016
"Two police officers confirmed dead, one injured in Baton Rouge shooting, local media reports",2016
"Local media reports police officers shot in Baton Rouge ""in extremely bad shape""",2016
"Authorities in Louisiana say three police officers have been shot in Baton Rouge, US media report",2016
"About 6,000 people detained in #Turkey over attempted coup, local media reports",2016
"A man and a woman are arrested in Nice in connection with Bastille Day lorry attack, sources say",2016
Brother of Pakistani social media celebrity Qandeel Baloch arrested for her murder,2016
"Death toll from #TurkeyCoupAttempt rises to 265, president's office says",2016
Turkey's foreign minister says soldiers who requested asylum in Greece to be returned #TurkeyCoupAttempt,2016
"2,745 judges and 5 members of High Judiciary Court Board removed following #TurkeyCoupAttempt, Turkish media reports",2016
Turkish Foreign Minister asks Greece to return 8 soldiers who fled there &amp; requested asylum #TurkeyCoupAttempt,2016
Eight men who landed in Greece in a Turkish military helicopter have requested political asylum #TurkeyCoupAttempt,2016
"161 people killed &amp; 1,440 wounded in #TurkeyCoupAttempt, Turkish PM Yildirim says",2016
"Some 2,800 people are arrested as Turkish PM says country is under control after attempted military coup.",2016
"Turkish PM calls #TurkeyCoupAttempt a ""black stain"" on Turkish democracy in live TV address",2016
Turkey's acting army chief says coup attempt has failed and those who took part will be punished,2016
"Military commanders have been taken hostage by soldiers behind coup, acting army chief says #TurkeyCoupAttempt",2016
The so-called Islamic State says lorry attack that killed 84 people in Nice was carried out by one of its followers,2016
"104 'attempted plotters' and 88 others killed in #TurkeyAttemptedCoup, acting chief of staff Dundar says",2016
"Pakistani social media celebrity Qandeel Baloch has been killed by her brother, police say",2016
"Man charged with murder of children's author Helen Bailey in April in Royston, Hertfordshire, say police",2016
"Four people believed to be linked to man who killed 84 people in Nice are in police custody, French media report",2016
"Death toll in attempted coup in Turkey rises to 90, with 1,154 injured, state-run news agency reports",2016
"At least 60 killed, mainly civilians, during coup attempt in Turkey, says president's office",2016
"42 people died in Turkish capital Ankara during coup attempt, most of them civilians, says prosecutor's office",2016
"Those responsible for Turkish coup attempt will ""pay heavy price"", says president in live TV speech in Istanbul",2016
"Turkish President Erdogan seen on TV arriving at Istanbul airport, as progress of coup attempt remains unclear.",2016
"Turkey PM claims ""situation largely under control"" amid reports of ongoing military coup",2016
"As a military faction attempts to seize power in Turkey, this is what we know so far",2016
"Gunfire heard on bridge over Bosphorus, Istanbul as military coup unfolds in Turkey",2016
"President Erdogan calls on Turkish people to go to public squares and airports, in TV message",2016
"Turkey's President Erdogan says government still in power, will not tolerate attempts to undermine democracy",2016
• Turkey's military declare takeover • President Erdogan safe • Airports closed • Latest:,2016
All flights from Istanbul's main international airport cancelled amid military uprising,2016
"""Widespread fear and paranoia"" in Turkey as military announces it has taken over power",2016
"Turkish military says it has taken over power ""for democratic order""",2016
"Military action being taken without chain of command, wrong to call events a coup, Turkish Prime Minister warns",2016
"Bridges crossing the Bosphorus in Istanbul, Turkey blocked, with reports of jets flying low in Ankara",2016
"""We cannot give in to fear"" - US President @barackobama condemns #NiceAttack",2016
France's Interior Minister @BCazeneuve unable to confirm if Nice attacker's motives linked to jihadism,2016
"No failures by security services over Nice attack, French Prime Minister @manuelvalls says",2016
"Nice attacker ""without doubt"" linked to radical Islamist circles, French Prime Minister @manuelvalls says",2016
"Lowcosttravelgroup enters administration affecting 27,000 holiday makers in resorts &amp; 110,000 bookings",2016
"Ex-wife of #NiceAttack suspect Mohamed Lahouaiej Bouhlel detained for questioning, Paris prosecutor says",2016
"10 children killed in #NiceAttack, Paris prosecutor Francois Molins confirms",2016
"There are 50 people ""between life and death"" after lorry attack in Nice, President Francois Hollande says",2016
"Britain must ""redouble efforts"" to defeat ""brutal"" terrorism after #NiceAttack, UK PM @Theresa_May says",2016
Driver of lorry involved in #NiceAttack named by French media as Mohamed Lahouaiej Bouhlel,2016
"London Mayor @SadiqKhan ""reviewing"" city's ""safety measures"" in light of #NiceAttack",2016
"France must learn to ""live with terrorism"", French PM Manuel Valls says after #NiceAttack",2016
"France to observe three days of national mourning from Saturday following #NiceAttack, French PM Manuel Valls says",2016
"One Briton injured in #NiceAttack, UK Foreign Secretary @BorisJohnson says",2016
Minute of silence held ahead of Tour de France in honour of #Nice victims  #TDF2016,2016
"#NiceAttack latest:  - 84 killed, 50 injured - Children among victims - France extends state of emergency",2016
Russia's President Putin expresses deep sympathy to French President Francois Hollande following #NiceAttack,2016
"""He had to use a victim's shoelaces as a tourniquet"" - #NiceAttack eyewitness   Latest news:",2016
#NiceAttack:  - 84 dead - 18 in critical condition   Continuing coverage:,2016
"Death toll in Nice truck attack rises to 84, with 18 in critical condition, French interior ministry says",2016
"80 people dead, 18 ""critically injured"", many more hurt in Nice attack - France's Interior Minister @BCazeneuve",2016
"""We must show absolute vigilance and determination without weakness"" - President @fhollande",2016
France to strengthen action in Iraq and Syria - President @fhollande,2016
France's President @fhollande extends state of emergency for three months after attack in Nice,2016
"The terrorist nature of the attack on Nice ""cannot be denied"" - French President @fhollande",2016
"Death toll rises to 77 in ""worse attack in history of Nice"" - Mayor @cestrosi   Follow latest developments:",2016
"At least 75 people killed in Nice lorry attack, 15 ""in critical state"", many more injured - local official",2016
"""We heard gunfire, moments later 100s of people started to run from Promenade"" - eyewitness",2016
"""This huge panic erupted, everyone was running"" - Nice attack eyewitness Grace-Ann Morrow",2016
"Lorry that hit crowds on Nice beachfront loaded with arms and grenades, local officials say",2016
"Nice attack lorry driver ""neutralised"" &amp; no hostage situation - French Interior Ministry @Place_Beauvau",2016
"Nice attack latest: - Lorry struck crowd at Bastille Day celebrations - At least 60 killed, 100 injured",2016
Some 60 killed in Nice lorry attack - French officials say,2016
"France's President Hollande returns to Paris for crisis meeting on Nice lorry ""attack""",2016
"""The police told us run, now!"" - Nice eyewitness Colin Srivastava",2016
"Lorry ""seems to have killed dozens"" as Nice celebrates Bastille Day, Mayor @cestrosi says",2016
US Republican nominee Donald Trump chooses Indiana governor Mike Pence as election running mate - US media,2016
Panic on promenade in French city of Nice as lorry ploughs into crowd - eyewitness reports,2016
.@chrisfroome keeps leader's jersey despite being forced to run by Tour de France crash,2016
Andrea Leadsom is appointed Environment Secretary in @theresa_may's new cabinet,2016
"Jeremy Hunt to remain as health secretary, Downing Street confirms, despite earlier reports",2016
Theresa Villiers has resigned as Northern Ireland Secretary,2016
UK interest rates held at 0.5% - despite predictions of the first cut in more than seven years,2016
Justine Greening is appointed Education Secretary in @theresa_may's new cabinet,2016
Lizz Truss is appointed justice secretary in @theresa_may's new cabinet,2016
UK prosecutors say still not enough evidence for charges in connection with death of 13-month-old Poppi Worthington,2016
John Whittingdale has left his role as culture secretary,2016
Education Secretary Nicky Morgan is leaving the post,2016
Justice Secretary Michael Gove is sacked from the cabinet,2016
"PM Theresa May ""emphasises commitment to delivering the will"" of UK to leave EU in phone calls with European leaders",2016
These are the key appointments by UK PM @theresa_may in her first cabinet,2016
David Davis to head up new department for UK exiting European Union,2016
"Liam Fox will lead a new department for international trade, BBC understands",2016
Michael Fallon continues as defence secretary in Theresa May's new cabinet,2016
Amber Rudd appointed UK home secretary by Theresa May,2016
Boris Johnson appointed UK foreign secretary in Theresa May's new cabinet,2016
George Osborne resigns from UK government after six years as chancellor,2016
Philip Hammond appointed Chancellor of the Exchequer in @Theresa_May's new cabinet,2016
A look back on a momentous day in British politics as @Theresa_May becomes UK PM,2016
.@Theresa_May is greeted by Downing Street staff as she begins tenure as UK PM,2016
"We'll make Britain work ""not for a privileged few, but for every one"" - UK PM @Theresa_May",2016
"I'll fight against ""burning injustice"", new UK PM @theresa_may says in Downing Street",2016
"I plan to lead in ""same spirit"" as David Cameron, UK PM @theresa_may says",2016
.@Theresa_May meets Queen as she is officially appointed UK PM,2016
.@Theresa_May arrives at Buckingham Palace for audience with the Queen,2016
Queen accepts @David_Cameron's resignation after meeting the former UK PM,2016
"A wave, an embrace and the Camerons depart Downing Street for final time",2016
.@David_Cameron &amp; his family pose for final time outside 10 Downing Street,2016
"Departing UK PM @David_Cameron pays tribute to children &amp; wife Samantha ""love of my life""",2016
"""It has been the greatest honour of my life"" to serve as PM - @David_Cameron before leaving office",2016
"""I believe Theresa will provide strong and stable leadership"" - @David_Cameron speaks for last time as UK PM",2016
The moment @David_Cameron leaves 10 Downing St for last time as UK PM,2016
"""It's not been an easy journey"" - @David_Cameron prepares to leave Downing Street for last time as UK PM",2016
"""I was the future once"" - @David_Cameron receives standing ovation at his final #PMQs",2016
Labour's @jeremycorbyn pays tribute to @David_Cameron during his last #PMQs,2016
Follow live coverage as David Cameron begins final #PMQs,2016
"Japanese emperor says he will abdicate in coming years - Akihito, 82, has had health problems",2016
"Strictly Come Dancing head judge Len Goodman to leave show after next series, BBC says",2016
"Italian mafia boss Bernardo Provenzano - known as ""The Tractor"" - dies in prison, aged 83",2016
Owen Smith denies leadership bid will split the party,2016
Discount chain Poundland agrees to £597m takeover by South African retail group Steinhoff International.,2016
Ex-shadow cabinet member Owen Smith will announce his intention to stand for the UK Labour Party's leadership later,2016
"""I'm delighted"" - @jeremycorbyn speaks to supporters after NEC vote",2016
"Americans must ""open hearts to each other"" to overcome racial divisions - President Obama",2016
"America is ""not as divided as we seem"", President Obama tells Dallas memorial service",2016
".@jeremycorbyn can defend @UKLabour leadership without MP nominations, party's NEC rules",2016
Presumptive Democratic presidential nominee Hillary Clinton endorsed by her former rival Bernie Sanders,2016
UK Parliament to debate petition calling for 2nd EU referendum; debate to be held 5 Sept,2016
"Number of people killed in train collision in #Puglia, Italy rises to 20, officials say",2016
"At least 12 killed in train crash in #Puglia region of southern Italy, officials say",2016
".@jeremycorbyn says he's received death threats; calls for ""respect"" from @UKLabour members",2016
"Four people killed after two passenger trains crash head on in southern Italy, reports say",2016
"International tribunal rules against Chinese claims to rights in South China Sea; China calls ruling ""ill-founded""",2016
"""Together we will build a better Britain,"" Theresa May makes first speech as Tory leader",2016
"South Sudan President Salva Kiir calls for a ceasefire after days of clashes with former rebels in the capital, Juba",2016
PM @David_Cameron will offer resignation to Queen after final PMQs on Wednesday,2016
"""We will have a new prime minister by Wednesday evening"" - David Cameron",2016
"""It's in everyone's interest that Theresa May takes up [PM] position in coming days"" - George Osborne",2016
".@TheresaMay2016 ""enormously honoured to be entrusted"" with leadership, campaign chief Chris Grayling says",2016
Michael Gove and @BorisJohnson call for quick handover to @TheresaMay2016 as PM #ToryLeadership,2016
"Tory Party must ""respect process"" to decide leader, but only person in running is Theresa May - 1922 Committee chair",2016
"""Don't believe I have sufficient support"" -@andrealeadsom pulls out of #ToryLeadership race",2016
"""Interests of country best served by immediate appointment"" of PM - @andrealeadsom withdraws",2016
"I'm not a Blairite, Brownite or Corbynista, I'm ""my own woman"", @angelaeagle says",2016
"""These are dark times for Labour"" - @angelaeagle launches #LabourLeadership challenge",2016
"Andrea Leadsom expected to quit Conservative leadership bid, as source close to her tells BBC ""abuse too great""",2016
"""Brexit means Brexit - and we're going to make a success of it"" - @TheresaMay2016",2016
UN Security Council calls on warring factions in South Sudan to end fighting and prevent spread of violence,2016
UN urges South Sudan's leaders to restrain their forces as clashes force hundreds of people to flee to UN compounds,2016
"South Sudan is ""back to war"", vice-president's spokesman tells the BBC, as fighting escalates between rival factions",2016
Angela Eagle says she wants to win Labour leadership contest to create strong and united party,2016
Australia's ruling conservatives confirmed as election winners as opposition Labor leader Bill Shorten concedes,2016
"Dallas police heighten security across city after new threat, two days after officers killed - media reports",2016
President Obama says US not as polarised as some have suggested after police shootings,2016
"Sydney Schanberg, New York Times reporter who inspired Killing Fields film about Cambodia genocide dies, paper says",2016
"Commons to vote on renewal of Trident nuclear weapons system on 18 July, UK PM David Cameron says",2016
Angela Eagle to announce bid for leadership of Labour Party on Monday,2016
"Labour's Tom Watson says ""no realistic prospect of reaching compromise"" with unions on leader Jeremy Corbyn's future",2016
"North Korea test-fires ballistic missile from submarine, South Korean military say",2016
"Bomb-making material and rifles found at Dallas shooting suspect's home, police say",2016
Pictures from social media show #Dallas police shootings suspect Micah Johnson,2016
"Micah Johnson, named as Dallas shooting suspect, served tour of duty in Afghanistan as enlisted soldier - US Army",2016
"Dead gunman involved in #Dallas shooting named as 25-year-old Micah Johnson, US media say",2016
"Matthew Daley, 35, to serve minimum of 10 years for ""road rage"" killing of 79-year-old Donald Lock",2016
"""I mourn"" officers shot while doing their ""sacred duty"" protecting protesters, @HillaryClinton says",2016
"US ""has become too divided"", it's time ""for strong leadership"" - @realDonaldTrump responds to #Dallas shootings",2016
"UK PM @David_Cameron lifts ban on women serving in close-combat roles in British military, Downing Street says",2016
"Gunman killed in stand-off wanted to ""kill white officers"", #Dallas police chief says",2016
"""There are no words to describe the atrocity,"" #Dallas Police Chief David Brown says",2016
How the #Dallas attacks unfolded,2016
Police investigating deaths of two people in separate incidents at @Tinthepark festival in Perthshire,2016
"Pilot involved in Shoreham air disaster, in August 2015, being investigated for manslaughter, Sussex Police confirm",2016
"Dallas shootings are ""wrenching reminder"" of sacrifices police make, Barack Obama says",2016
#Dallas shootings are deadliest toll on US law enforcement officers since 9/11 attacks,2016
"Suspect involved in stand-off with #Dallas police officers is dead, US media reports say",2016
China summons US and South Korean envoys to protest against plans to deploy missile defence system against N Korea,2016
Footage shows panic among protesters in #Dallas as first shots are fired at police,2016
"Fifth officer dies after sniper attack in #Dallas, police say",2016
#Dallas shooting latest:  - 4 police officers killed - 3 suspects in custody - Standoff with fourth suspect  Latest:,2016
"Dallas police shooting: We do not have comfort level that we have all suspects, police say",2016
"Four police officers now dead after sniper shootings in Dallas and one suspect is cornered, city police confirm",2016
"Dallas update: Three police officers killed and 10 injured by two snipers, says police chief David Brown",2016
"One officer killed and several injured by gunfire at Dallas protest over police killing of black men, say officials",2016
Two police officers injured by gun fire at Dallas protest against police killings of two black men - media reports,2016
US State Department to restart investigation into Hillary Clinton's handling of classified materials while in office,2016
"12 of 19 people arrested over Monday's three bomb attacks in Saudi Arabia are Pakistani, says interior ministry",2016
"Obama: All Americans ""should be deeply troubled"" by #PhilandoCastile &amp; #AltonSterling deaths",2016
Vatican court finds pair guilty of leaking official documents but two journalists are acquitted,2016
"""We need proven leadership"" - @TheresaMay2016 tops second #ToryLeadership ballot of MPs",2016
.@TheresaMay2016 tops second #ToryLeadership ballot of Conservative MPs as @Gove2016 bid ends,2016
.@TheresaMay2016 &amp; @andrealeadsom to contest #ToryLeadership in bid to become next UK PM,2016
Michael Gove eliminated from #ToryLeadership contest after second ballot of Conservative MPs,2016
"Death toll from Baghdad bombing on Sunday rises to at least 281, the government says",2016
Ex-publicist Max Clifford cleared of indecently assaulting 17-year-old girl by jury at Southwark Crown Court,2016
"Five men die after accident at recycling site in Nechells, Birmingham, say West Midlands Police",2016
"Tanveer Ahmed, 32, pleads guilty to murder of Glasgow shopkeeper Asad Shah in religiously motivated attack",2016
"Tory leadership contender Andrea Leadsom says ""we truly believe we can be the greatest nation on earth""",2016
"""Would have been far better"" to challenge intelligence on Iraq ""more clearly"" - Tony Blair tells #R4Today",2016
"Retailer Sports Direct reports 8.4% fall in underlying pre-tax profits to £275.2m, for year to 24 April",2016
".@marksandspencer blames ""weak market"" as company hit by 8.9% fall in sales in its clothing arm in first quarter",2016
